"uuid","nickname","country","points","overall","CRYSTAL_tier","CRYSTAL_peak","CRYSTAL_worst","CRYSTAL_value","CRYSTAL_retired","CRYSTAL_restricted","SWORD_tier","SWORD_peak","SWORD_worst","SWORD_value","SWORD_retired","SWORD_restricted","SMP_tier","SMP_peak","SMP_worst","SMP_value","SMP_retired","SMP_restricted","MACE_tier","MACE_peak","MACE_worst","MACE_value","MACE_retired","MACE_restricted","NETHERITE_POT_tier","NETHERITE_POT_peak","NETHERITE_POT_worst","NETHERITE_POT_value","NETHERITE_POT_retired","NETHERITE_POT_restricted","AXE_tier","AXE_peak","AXE_worst","AXE_value","AXE_retired","AXE_restricted"
"f0e7ed1e-7f5d-46a4-b1b2-3dc103312076","XENO_BW","BR","2","1703","","","","","","","1","1","1","1","false","false","","","","","","","","","","","","","1","1","1","1","false","false","","","","","",""
"bdf07d5f-45a9-45dd-b629-ce7851f4938c","_lajota","BR","2","1704","","","","","","","2","2","1","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"e1ab019b-0b53-4b9a-b32a-b61565bdfd2b","LengoTengo","BR","2","1705","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"483771c7-f261-40e0-9364-c19b80e9fda4","NCzinRL","BR","2","1706","","","","","","","1","1","1","1","false","false","","","","","","","1","1","1","1","false","false","","","","","","","","","","","",""
"2472609d-8c1b-40be-ab95-fa505e2b6132","ioxande","BR","2","1707","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"f9b782a4-83f3-497f-85cc-55b5368fdaee","Reciproo","BR","2","1708","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","",""
"aa2fab48-63fe-4c32-b8d1-7c67fdb25e1b","wzyh","BR","2","1709","1","1","1","1","false","false","1","1","1","1","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"d4aa4398-478e-4f5b-9a0c-b2193ddf180a","oRevokz","BR","2","1710","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"4b653aaf-b73e-47ab-93f3-5d285847880f","themainhunter","BR","2","1711","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"9ba20d30-d5c0-4bcd-bf89-8179c850b2fa","heyDrac","BR","2","1712","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"45174bf4-f311-4580-91c2-9fb1a99c6727","BatataAgiota","BR","2","1713","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"dc0f7b55-21d5-4c26-8dbb-49e536b0cfa6","tr4madol","CO","2","1714","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"ba41b0a0-7cc8-42da-b3e8-051401ebfb3d","Thz02","BR","2","1715","","","","","","","1","1","1","1","false","false","","","","","","","1","1","1","1","false","false","","","","","","","","","","","",""
"288dec87-bd81-4565-915a-e079f740578d","Lucas55ff_","BR","2","1716","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f215ccda-61be-4c13-8462-b5f405147cc0","gabiruga","BR","2","1717","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"c7bf0c15-2960-4ef4-96d8-e875f59653d1","_DUCKEASY_","BR","2","1718","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e4306a66-a1c5-43f1-a0bb-113e4a9d85dd","Knnoc","BR","2","1719","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"afa07ee2-ca9c-4a59-877f-ccb3bfd6d1aa","2syh","BR","2","1720","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"394c2f7f-6f23-4eda-82b0-23d095601fc1","Lopezx01","BR","2","1721","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"653e9692-df77-4e2c-bc70-0bd4aa9502a3","maedoChip","BR","2","1722","2","2","1","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4929dc82-333f-408b-996b-90b00d7ec856","bowlieeePClagado","BR","2","1723","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"893cf1e2-1bda-492f-98ce-21dd3fc08743","dthdfl","BR","2","1724","","","","","","","1","1","1","1","false","false","","","","","","","1","1","1","1","false","false","","","","","","","","","","","",""
"9c03d6e0-f33b-4788-afdf-1703b13ecd7f","_zagfpps","BR","2","1725","1","1","1","1","false","false","","","","","","","","","","","","","1","1","1","1","false","false","","","","","","","","","","","",""
"841faf84-1335-4268-ad7f-c65e51c99d1a","100exu","BR","2","1726","","","","","","","2","2","1","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"16ae673c-fd62-4178-a8e8-e703ddfdfcfa","nesk1nd","BR","2","1727","1","1","1","1","false","false","1","1","1","1","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"7bf56f2a-c763-4458-ac35-d07618f21950","Bruuxa","BR","2","1728","2","2","1","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a3c85a7a-b424-4157-a89b-848c15b231c2","MONN_001","BR","2","1729","","","","","","","1","1","1","1","false","false","1","1","1","1","false","false","","","","","","","","","","","","","","","","","",""
"aecc24a2-f40b-41c4-b46b-775e64ae33a3","Vzooy","BR","2","1730","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"40835bab-6347-4fad-8987-481b1476b217","Esparg","BR","2","1731","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"6486146c-8894-4d5c-aaea-695c6b533ca1","Ultraaura_","BR","2","1732","1","1","1","1","false","false","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","false","false"
"3da0868d-0fe3-411f-ae6a-62cbad17014b","nkzimnotlegit","BR","2","1733","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f80fd6c9-629e-4c7b-9385-294960efa7d9","O_Grande_Galo","BR","2","1734","","","","","","","1","1","1","1","false","false","","","","","","","","","","","","","1","1","1","1","false","false","","","","","",""
"c73c3df9-d0e0-4a93-846b-8f6d3b0d9d0d","vidigas1980","BR","2","1735","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"f727b7b3-a2c6-4a7e-967e-3aeed943b29e","bombapeti","BR","2","1736","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"105ef8ee-ea79-4dac-bf6c-6274c873f36a","Luhnny","BR","2","1737","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","",""
"66f3ff3c-8d8c-474c-af16-081471d62562","Lolocraft2013","BR","2","1738","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"c613ad20-0fe5-46e7-b5fe-d9520d57bbb2","LowXyz_","BR","2","1739","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","",""
"76c81103-03bb-4fd8-a858-b22cbcc3bda2","Toshtarai","BR","2","1740","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06b3c919-2e1e-4428-9868-dd728497b3ad","imMiglz","BR","2","1741","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"5dfec789-50ff-4667-950b-5ebbcc0fbe98","yZeca_morgan","BR","2","1742","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"79d10fdf-3306-4f0c-8bed-a7578a0434a6","cadu7194","BR","2","1743","1","1","1","1","false","false","","","","","","","","","","","","","1","1","1","1","false","false","","","","","","","","","","","",""
"d7c30943-ebf7-4996-84e3-86bdff7c5747","f3lon1","BR","2","1744","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"daead27f-748e-407b-9720-b911ebe103e8","BielFlick","BR","2","1745","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"3c9f45a4-602f-4442-b03c-7fcd11169de1","luvkyraz","BR","2","1746","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"c0a29c52-ebe2-48af-a4a0-c89cb8584382","Azlons_","BR","2","1747","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0f8b5288-bc33-4b72-af37-16e5d3cef295","stonedy","BR","2","1748","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f232ebfc-adcd-428c-85f4-c6121581a5b1","Leslizzx","BR","2","1749","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5fb13b28-7d59-405c-be71-3853273bb42a","zgusts","BR","2","1750","1","1","1","1","false","false","","","","","","","","","","","","","1","1","1","1","false","false","","","","","","","","","","","",""
"cc062c50-56da-4351-a61b-6fba838aed44","lucasx2025","BR","2","1751","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3c498a02-9eed-4d0a-bd9a-5c75dcebcfcd","Whatmig","BR","2","1752","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"5533f553-5fe3-4bdb-a59e-9a535794d73a","Japa07_","BR","2","1753","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"35f67237-5c38-4409-b207-52273d982be0","demonrages","BR","2","1754","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"7cf4e478-745a-457e-8eb7-948eebee3c4e","zBassxBW","BR","2","1755","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"da3298fe-21ae-4994-b039-3e95b0dc0dfc","philipinas420","BR","2","1756","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","",""
"1ba216f5-83be-4623-8cc3-a65e5f61d9e2","JuninGG_","BR","2","1757","","","","","","","1","1","1","1","false","false","","","","","","","1","1","1","1","false","false","","","","","","","","","","","",""
"346a8590-1a50-408a-99e1-c5484615ea2a","vinicius09","BR","2","1758","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"9030aa7e-8e5a-4b4e-b21b-f8c176d41dd2","Caslu4K","BR","2","1759","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"606cce27-6368-4b2f-a579-767afc268d48","Bona000jfk","BR","2","1760","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"700ab27f-7a35-44b2-b9d0-ccd61ba78590","NewRyzen","BR","2","1761","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"8fab7065-8df7-4db4-8b8e-75f15dee65ce","Sants_77","BR","2","1762","","","","","","","","","","","","","1","1","1","1","false","false","1","1","1","1","false","false","","","","","","","","","","","",""
"51c69e98-02ee-431a-a6e5-b37d77580b86","AlvaroFullDima","BR","2","1763","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"201df89a-c8f1-448b-a393-cedb7cd4250c","wTinx__","BR","2","1764","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37108676-de06-4e65-a514-9e98823f55d4","snthz","BR","2","1765","1","1","1","1","false","false","1","1","1","1","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"e85a21ad-af97-4790-b2fb-3115a5be5857","Lenxz_","BR","2","1766","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"d8355752-8897-42d6-a2d5-84e1b5d2251e","SnowzinYT","BR","2","1767","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","",""
"43d203ec-b084-4297-bad6-424adf9b6f7f","Poliwytresa","BR","2","1768","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","",""
"1babe8ab-84a6-43b4-8a56-7b7359b11900","Shotzzy_1v4","BR","2","1769","1","1","1","1","false","false","","","","","","","","","","","","","1","1","1","1","false","false","","","","","","","","","","","",""
"563d8af0-a19c-4496-ada2-b0874f770919","oalberti","BR","2","1770","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"2b09d832-dd81-4704-82b6-afedb6919b88","ExuCoriga","BR","2","1771","","","","","","","1","1","1","1","false","false","1","1","1","1","false","false","","","","","","","","","","","","","","","","","",""
"b80a1688-a45e-47da-bc53-29788bf275ba","Rhyansz_","BR","2","1772","","","","","","","1","1","1","1","false","false","","","","","","","1","1","1","1","false","false","","","","","","","","","","","",""
"a3123379-371a-4d19-8443-4dbd254d370a","Myrezx","BR","2","1773","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"545a4a30-bbb5-44af-831f-ac52c1d05c7c","Alucineii","BR","2","1774","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"7b70649b-cbbc-4c9a-ab6f-809e04684d67","ViniciusIdolo","BR","2","1775","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1b43cc8b-ce43-412c-810b-91cdda2beac0","Fzin_GG","BR","2","1776","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","",""
"e0c9cc65-81c5-4e54-af5c-d2920c55627c","vaninho_lo","BR","2","1777","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f6a3016f-3c0f-42b8-8d98-200ee68f9e27","Technomace_L","BR","2","1778","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","",""
"a4840f7e-7d9b-450d-84f8-2e800f25cad6","vicaburos","BR","2","1779","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"0cb53d41-a006-49e4-9736-c846331cd4f9","TigoMC","BR","2","1780","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","",""
"6af90c04-02fe-4575-b5bc-41fecbcecc0b","2wzd","BR","2","1781","1","1","1","1","false","false","","","","","","","","","","","","","1","1","1","1","false","false","","","","","","","","","","","",""
"010a4573-148e-454a-b82a-3a3300e4106c","CocaColaRefinada","BR","2","1782","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","",""
"ac91fba1-c4b2-4523-9452-bdeffbee1f07","smite27","BR","2","1783","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","",""
"809c40f5-cb02-4dc8-8b93-f06abea42b94","wDARKZINN","BR","2","1784","1","1","1","1","false","false","","","","","","","1","1","1","1","false","false","","","","","","","","","","","","","","","","","",""
"a23d0627-fe97-493b-bdcd-dd196247116b","1NDIOx","BR","2","1785","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","",""
"413cf7a7-6dfc-4526-91c1-c378a5033928","yukujuma","BR","2","1786","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"7500a107-dc42-4f33-b39c-c7659812f66f","tHT1_","BR","2","1787","1","1","1","1","false","false","1","1","1","1","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"0aa343f0-111e-4ae2-be0c-b310e422c0b0","cinnaw","BR","2","1788","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"4cbae655-1800-4d09-9a79-0c077679061b","lealpvp","BR","2","1789","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","",""
"32d6a581-6289-46ca-ae8a-abf2db2aed7e","fearnitot","BR","2","1790","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"10cca2f0-c99f-40df-82da-a94b6636910d","sh1iny","BR","2","1791","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","",""
"c151ee16-c3a1-49a8-a457-7d7f4c2050ba","SleepyPastel","BR","2","1792","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","",""
"ff0864f1-456b-4ec9-b0c0-8c406df0bef5","NegoTela","BR","2","1793","","","","","","","1","1","1","1","false","false","","","","","","","","","","","","","","","","","","","1","1","1","1","false","false"
"1cc77da5-1b89-4a6b-bf91-a5dbb682371c","Anaozitinho","BR","2","1794","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","",""
"906e1547-66ea-4b78-8474-56749e860913","MrNeYeN","AR","2","1795","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","",""
"4beef26b-b856-422a-bf9e-0908fdd4799b","oazv","BR","2","1796","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"c631d74e-fbc3-4816-8fc5-69ac76f38c13","Ykzinn_HD","BR","2","1797","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","",""
"5c2959aa-7617-43c3-8e36-0c44d7f4e439","Aleco_pow","BR","2","1798","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"a8a5366c-e635-4773-9e31-bccfe2ef452f","TideSurf","BR","2","1799","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false"
"4d6bb980-e1e4-42ee-a7f2-03c64d64d148","NinjaDoTrigo","BR","2","1800","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","",""
"60e7519a-68b0-4a0f-85d8-7b01db258351","_BlackShot","BR","2","1801","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"1e1c2d82-81f2-4738-88ab-6d43c2e5a1bf","pct_","BR","2","1802","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"557ebc44-375f-4430-9d51-0b8a0036bf10","Ropeddd","BR","2","1803","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"067a3b42-59d5-4857-a354-a1cb34dfe140","LilSanix","BR","2","1804","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","",""
"6db72f72-6e11-44bc-af0d-75064ecf6a8f","Dronikki","BR","2","1805","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03857056-db5a-44a5-95c7-a0635da27061","Lucariogamer10","BR","2","1806","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","",""
"b6aa1277-8e02-41ac-ae16-d4c1e0b43146","twixyalsa","BR","2","1807","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","",""
"90c5b0e5-8f07-4a0a-9ebe-919ce89ccff3","TheItaliann","BR","2","1808","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c8e957eb-b016-4fd2-8587-3f379d1cd814","TortuguitaW","BR","2","1809","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"75565e76-ccef-4b13-bf9a-056d933da9ce","skate12qh3","BR","2","1810","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","",""
"fc5c7b8a-b9fa-4aa3-9253-1d9c4c314871","THOMASINHO2010","BR","2","1811","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c3aaf572-27ca-4c52-b8da-5b0763a15875","easywin7","BR","2","1812","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d402bc6f-6f08-4fc3-8b9e-eff28dac5df4","max_eze","AR","2","1813","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"125cbf90-2f59-4142-8e2f-812de472552a","gustapvp77","BR","2","1814","","","","","","","","","","","","","1","1","1","1","false","false","1","1","1","1","false","false","","","","","","","","","","","",""
"6a7b9602-3e8b-4e41-813e-49d402fb637d","brayan20146","BR","2","1815","","","","","","","1","1","1","1","false","false","","","","","","","1","1","1","1","false","false","","","","","","","","","","","",""
"a4e1e77e-5b09-4fca-a5c7-d77a5e79340e","J4buti","BR","2","1816","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cece0f1a-f20d-482b-b33d-a54afbc1ec4f","Rip_hnz","BR","2","1817","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4e5dfd12-3c3d-41b9-878e-8a6cc2cadc19","DupeCone","BR","2","1818","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","",""
"6c853594-a4c9-4704-9d53-831a08eab8c8","_ThePow3r","BR","2","1819","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"25dfb39d-08ef-4b0c-968f-73b1e91b5d64","KnoxISme","BR","2","1820","","","","","","","1","1","1","1","false","false","1","1","1","1","false","false","","","","","","","","","","","","","","","","","",""
"ecbc2893-7faa-4469-aeef-61b5412f1fd4","creativeex6","BR","2","1821","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"158464cf-792d-48f0-9034-5f8960b4744b","Hidesquirtle","BR","2","1822","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"5bf71520-4c18-47e0-b335-3d40042f4da9","night_rs","BR","2","1823","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"361ed5b8-d9f3-49c7-bdfd-707d9cad1da6","Cardosooz","BR","2","1824","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"215bac86-edbe-4b26-9fd5-a9fc1bcc5a1e","Nxrvo","CL","2","1825","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"35b4e08f-9764-48da-a45b-9d15c1cd7af2","CenouritoDoce","BR","2","1826","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"b7b2d04e-c537-4964-a8b5-f7b756b8190e","larisinha_hw","BR","2","1827","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"3914f30f-27bc-4c17-a4bd-df256ca809c3","frutinhas","BR","2","1828","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"9e27617c-e22f-4346-af8f-4234b266c6fd","Daviggn","BR","2","1829","","","","","","","1","1","1","1","false","false","1","1","1","1","false","false","","","","","","","","","","","","","","","","","",""
"32355163-e1c9-4b90-95d4-d003a2d5c94b","willianxnz","BR","2","1830","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a39ebcc2-c4ff-4800-a8f6-65a083c1c80b","Lp7z","BR","2","1831","","","","","","","1","1","1","1","false","false","","","","","","","","","","","","","","","","","","","1","1","1","1","false","false"
"beb71259-21c6-4c20-934d-1070cad1efd0","drDragon_Ruby","BR","2","1832","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"115721e1-d962-43c6-869f-8832cf2d3d8a","ManePapaya","BR","2","1833","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"5fd3a4bc-2923-4a0f-9c13-7346e7c7ffc0","Patol1n0","BR","2","1834","","","","","","","","","","","","","","","","","","","1","1","1","1","false","false","","","","","","","1","1","1","1","false","false"
"975a6bd0-a911-47c8-aa77-186e3312bdb8","Z_________A","BR","2","1835","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"a96d2d3b-ca07-45ed-b832-dea84fa6c28d","32globin","BR","2","1836","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"aaa4a10d-e514-47ed-bad3-8b805917f1d5","Aleczn","BR","2","1837","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"e9622375-bf5d-4b5e-8c25-40b78af374cb","reduzirr","BR","2","1838","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"e6d97d65-1e50-44d5-b5ab-bc496ba52b9d","Fiel9","BR","2","1839","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"5a00ee80-ca25-4c9e-a23d-4da6319f7daf","cx7k","BR","2","1840","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"5b815319-8c09-412d-ae5c-4334de9d9fac","Julinbu","BR","2","1841","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","",""
"7faabff7-d980-49cb-8ef0-7c2f5203700e","SpecterFlow","BR","2","1842","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","",""
"a19d8b4d-0e78-4152-a93d-20f4ab6329ab","Hebvel","BR","2","1843","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"16c5ada6-c3f1-4722-8bd3-e2c4a4f5da21","Mathew0790","BR","2","1844","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"25ebb78c-2eb4-46f9-a142-f004a15ea0d4","almeidzxs","BR","2","1845","","","","","","","","","","","","","1","1","1","1","false","false","1","1","1","1","false","false","","","","","","","","","","","",""
"364864aa-7462-4126-b482-20cf3ca825bf","ItsFacin1","BR","2","1846","","","","","","","","","","","","","2","2","2","2","false","false","","","","","","","","","","","","","","","","","",""
"cae456e3-9366-44df-8c47-65315a410349","RayoooK7","BR","2","1847","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bc31f1f3-346a-4f6b-b5bf-fcaa107f2507","thi244","BR","2","1848","2","2","2","2","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"40d220f0-f006-4c7b-9f66-e504c1ae2d1f","DloX7","BR","1","1849","1","1","1","1","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e0acc4d9-bda1-4089-b80b-05df19bc9614","Kahil_","BR","1","1850","1","1","1","1","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b08a83f9-3eec-4e09-b59d-35853abe9fb8","xNickoff67","BR","1","1851","1","1","1","1","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1c9dd2c7-4a50-4f54-8eff-1dcc03fca901","EduDtaps","BR","1","1852","","","","","","","1","1","1","1","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"cc50a823-1d75-43a1-a639-16e7a6953e52","xskxkskx","CL","1","1853","1","1","1","1","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d773ceaa-9963-420b-a619-ae893bd483b8","Seyruhh","BR","1","1854","","","","","","","","","","","","","1","1","1","1","false","false","","","","","","","","","","","","","","","","","",""
"d36a7b0d-a96b-4ee7-8b68-07cb77937f14","Adamizin","BR","1","1855","1","1","1","1","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4f35c9ea-d602-4aff-888d-52fb09c34a7f","m2hcs","BR","1","1856","","","","","","","1","1","1","1","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"ddc67c03-1ba0-4030-8120-d2c1ca0c9a28","Nexztt","BR","1","1857","","","","","","","1","1","1","1","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"67a35c11-7e96-4292-8c7a-e31f292ef04e","leonardo_72352","BR","1","1858","1","1","1","1","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
