"uuid","nickname","country","points","overall","CRYSTAL_tier","CRYSTAL_peak","CRYSTAL_worst","CRYSTAL_value","CRYSTAL_retired","CRYSTAL_restricted","SWORD_tier","SWORD_peak","SWORD_worst","SWORD_value","SWORD_retired","SWORD_restricted","SMP_tier","SMP_peak","SMP_worst","SMP_value","SMP_retired","SMP_restricted","MACE_tier","MACE_peak","MACE_worst","MACE_value","MACE_retired","MACE_restricted","NETHERITE_POT_tier","NETHERITE_POT_peak","NETHERITE_POT_worst","NETHERITE_POT_value","NETHERITE_POT_retired","NETHERITE_POT_restricted","AXE_tier","AXE_peak","AXE_worst","AXE_value","AXE_retired","AXE_restricted"
"c44689e7-3671-4b96-974f-cc52c7ed55de","theprague","BR","10","318","1","1","1","1","false","false","2","2","1","2","false","false","1","1","1","1","false","false","3","3","3","3","false","false","2","2","2","2","false","false","1","1","1","1","false","false"
"ee703636-0b26-4e81-8eb4-a30f0902d587","Sophlol_","BR","10","319","4","4","1","4","false","false","2","2","2","2","false","false","2","2","2","2","false","false","","","","","","","1","1","1","1","false","false","1","1","1","1","false","false"
"b9ec68dd-1b19-420f-bbef-9584ace24660","eduzinkk","BR","10","320","","","","","","","3","3","1","3","false","false","3","3","2","3","false","false","","","","","","","2","2","2","2","false","false","2","2","2","2","false","false"
"53ba8886-01a4-4613-92e9-a647d3ea91cb","guizinducuscuz","BR","10","321","2","2","2","2","false","false","1","2","1","1","false","false","2","2","2","2","false","false","3","3","3","3","false","false","","","","","","","1","1","1","1","false","false"
"7224ba1a-fdd2-467c-8411-ca0a6aa32255","xEdu_YT","BR","10","322","","","","","","","4","4","4","4","false","false","4","5","4","4","false","false","","","","","","","","","","","","","","","","","",""
"3978a90f-6784-4983-b837-904ed9f1bf3a","R10y","BR","10","323","","","","","","","3","3","3","3","false","false","3","3","3","3","false","false","","","","","","","","","","","","","4","4","4","4","false","false"
"19015244-ec22-497c-9c26-0c57be2adcb1","Sancionw","AR","10","324","","","","","","","6","6","6","10","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"c565eb7e-ff38-48bb-b2f0-3124c76baa76","PietroZ3MO","BR","10","325","3","3","1","3","false","false","2","2","2","2","false","false","","","","","","","2","2","2","2","false","false","1","1","1","1","false","false","2","2","2","2","false","false"
"a5f33682-ec4e-434c-b8fe-af03d41f0e01","OiRainRain","BR","10","326","","","","","","","3","4","3","3","false","false","2","2","2","2","false","false","","","","","","","","","","","","","4","4","4","4","false","false"
"22eca2de-61b2-48aa-8150-10321c4c39e4","larpfieeld","BR","10","327","","","","","","","3","3","3","3","false","false","","","","","","","3","3","3","3","false","false","4","4","4","4","false","false","","","","","",""
"e343da6a-65b0-42b7-bcad-4228ebfc6105","Storm_Stryker_","BR","10","328","","","","","","","","","","","","","","","","","","","5","5","5","6","false","false","4","4","4","4","false","false","","","","","",""
"b7751e76-5869-4401-9849-b6d036abce8b","SilvioTungTung","BR","10","329","2","2","1","2","false","false","1","1","1","1","false","false","0","2","0","0","false","false","2","2","2","2","false","false","1","1","1","1","false","false","2","2","1","2","false","false"
"2a3ec37b-6e82-46e4-89e3-d7bd85859e19","ArtzxTheZac","BR","10","330","","","","","","","3","3","2","3","false","false","","","","","","","","","","","","","4","4","4","4","false","false","3","3","3","3","false","false"
"0fb31679-ffcb-4aa3-b942-7c8a0945b945","ViniciusRanger","BR","10","331","","","","","","","2","3","2","2","false","false","3","3","3","3","false","false","","","","","","","1","1","1","1","false","false","3","3","2","3","false","false"
"273b3092-33f0-469b-af31-dd01d85fbb1b","K1ngmichi","AR","10","332","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","10","false","false","","","","","",""
"a32ee827-c918-42cf-b532-a1e11fe8c8fc","Vampxr8_","BR","10","333","2","2","1","2","false","false","2","2","2","2","false","false","1","1","1","1","false","false","2","2","1","2","false","false","2","2","2","2","false","false","1","1","1","1","false","false"
"dc566025-4426-4e5d-9f1a-9cab9e30d315","Maratonar","BR","10","334","","","","","","","0","3","0","0","false","false","0","4","0","0","false","false","","","","","","","","","","","","","0","3","0","0","false","false"
"d0b70f19-6df0-44af-8861-246920955042","pedropicapedra","BR","10","335","","","","","","","3","3","2","3","false","false","4","4","3","4","false","false","","","","","","","1","1","1","1","false","false","2","2","2","2","false","false"
"fbadffbe-de9e-477e-aebb-80a301277f18","walmart_x","AR","10","336","1","1","1","1","false","false","2","2","1","2","false","false","3","3","2","3","false","false","2","2","2","2","false","false","","","","","","","2","2","2","2","false","false"
"d00bd44f-5098-47c5-8690-955673df384b","jitzuy","BR","10","337","3","3","3","3","false","false","3","3","1","3","false","false","","","","","","","2","2","2","2","false","false","1","1","1","1","false","false","1","1","1","1","false","false"
"76145bfb-77c3-4990-870b-6c5ed126a3f0","batatatristeS2","BR","10","338","2","2","2","2","false","false","4","4","2","4","false","false","2","2","2","2","false","false","","","","","","","","","","","","","2","2","2","2","false","false"
"9d973271-2077-4d31-8d32-11132ba44eb9","NoWayYwoz","BR","10","339","3","3","3","3","false","false","","","","","","","4","4","4","4","false","false","","","","","","","2","2","2","2","false","false","1","1","1","1","false","false"
"f04a9caa-f613-4a03-b90f-a2f610d1dc52","ThvZZ","BR","10","340","","","","","","","3","3","1","3","false","false","2","2","2","2","false","false","3","3","1","3","false","false","1","1","1","1","false","false","1","1","1","1","false","false"
"9952d659-eaac-4adb-bd60-5188e8a611b6","Dudys","BR","10","341","","","","","","","","","","","","","6","6","6","10","false","false","","","","","","","","","","","","","","","","","",""
"9ebdf9ac-22c0-4409-bee3-6797dfd5b0b7","nclima","BR","10","342","","","","","","","3","3","3","3","false","false","2","2","1","2","false","false","2","2","1","2","false","false","1","1","1","1","false","false","2","2","1","2","false","false"
"0345bd2f-c95a-4f04-b749-776e7cfb12f4","EnricoVA2014","BR","10","343","","","","","","","2","2","2","2","false","false","3","3","3","3","false","false","2","2","1","2","false","false","1","1","1","1","false","false","2","2","2","2","false","false"
"020a614a-6867-466d-84a1-437f726475cd","CaraDeSapao","BR","10","344","2","2","2","2","false","false","2","2","2","2","false","false","2","2","2","2","false","false","1","1","1","1","false","false","","","","","","","3","3","3","3","false","false"
"f550a80b-9747-4e68-a6ce-511fc774d7e5","AfterDarknz","BR","10","345","1","1","1","1","false","false","2","3","2","2","false","false","3","3","3","3","false","false","","","","","","","2","2","2","2","false","false","1","1","1","1","false","false"
"982abd2e-1b6b-487c-995b-460613e95fd7","yasumyzx","BR","10","346","","","","","","","3","4","3","3","false","false","5","5","4","6","false","false","","","","","","","","","","","","","","","","","",""
"25f3bff1-2889-4a5a-b9d3-06713b3f9ab4","ElGato9","BR","10","347","2","2","2","2","false","false","2","2","2","2","false","false","2","2","2","2","false","false","2","2","2","2","false","false","","","","","","","2","2","2","2","false","false"
"61c1f44f-6aed-4a31-be6c-d0763e75a4b9","bontzx","BR","10","348","1","1","1","1","false","false","1","1","1","1","false","false","1","1","1","1","false","false","3","3","1","3","false","false","1","1","1","1","false","false","3","3","3","3","false","false"
"2ced809e-6da2-4a57-844d-205a97f6606e","by_like","BR","10","349","1","1","1","1","false","false","3","3","2","3","false","false","4","4","2","4","false","false","2","2","2","2","false","false","","","","","","","","","","","",""
"413850a1-58f0-4de9-bad7-b6ff9067c237","envyMuda","BR","10","350","","","","","","","2","2","2","2","false","false","2","2","2","2","false","false","2","2","2","2","false","false","2","2","2","2","false","false","2","2","2","2","false","false"
"6c744ff8-3b17-48cf-b3d8-0a529ae24ef1","HatredV","BR","10","351","","","","","","","3","3","2","3","false","false","1","1","1","1","false","false","2","2","2","2","false","false","2","2","2","2","false","false","2","2","2","2","false","false"
"4eda09cb-3056-44cf-a455-7d55f16f70be","Zackszx16","BR","10","352","2","2","2","2","false","false","2","2","2","2","false","false","2","2","2","2","false","false","1","1","1","1","false","false","1","1","1","1","false","false","2","2","2","2","false","false"
"d3a5a262-1f6d-48bb-9f1e-59786bc4635f","blessedraik","AR","10","353","","","","","","","6","6","5","10","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"845c5065-3ccf-4023-b4f0-c58d7ae48027","FerbSupra","BR","10","354","5","5","3","6","false","false","2","2","2","2","false","false","1","1","1","1","false","false","","","","","","","1","1","1","1","false","false","","","","","",""
"0ba3d767-5078-49cf-80a0-52d93973c80e","iorch123","BR","10","355","","","","","","","2","2","1","2","false","false","1","1","1","1","false","false","4","4","4","4","false","false","1","1","1","1","false","false","2","2","2","2","false","false"
"9ce57d36-81c1-4d05-9dfb-6d3ab7fdbe92","Montheduck","BR","10","356","","","","","","","3","3","3","3","false","false","1","1","1","1","false","false","3","3","3","3","false","false","","","","","","","3","3","3","3","false","false"
"76d59e9f-933a-45cc-8b2b-87dfc44f8431","rem2rem","AR","10","357","","","","","","","5","6","5","6","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"e893ca2b-cb95-42c0-bb89-faf136695f47","FlayzzBB","BR","10","358","","","","","","","2","2","2","2","false","false","2","2","2","2","false","false","3","3","3","3","false","false","1","1","1","1","false","false","2","2","2","2","false","false"
"7deb4b5e-7bb2-4bd1-a681-63961601690a","Subestimei","BR","10","359","","","","","","","3","3","3","3","false","false","3","3","3","3","false","false","","","","","","","2","2","2","2","false","false","2","2","2","2","false","false"
"e82be54b-668e-4ccd-9814-6045a4a7b469","Bone636","BR","10","360","2","2","2","2","false","false","1","1","1","1","false","false","2","3","2","2","false","false","1","1","1","1","false","false","1","1","1","1","false","false","2","2","2","2","false","false"
"7c63f06e-c5a5-4ebb-9ff2-b586e4c67af6","zynx05","BR","10","361","1","1","1","1","false","false","2","2","2","2","false","false","2","2","2","2","false","false","2","2","1","2","false","false","1","1","1","1","false","false","2","2","2","2","false","false"
"69bd031f-fe8c-4123-99b6-5e0c9e849490","Dead_Creeper_47","BR","10","362","2","2","2","2","false","false","2","2","2","2","false","false","","","","","","","2","2","2","2","false","false","2","2","2","2","false","false","2","2","2","2","false","false"
"4f18510a-dab8-46ca-91fb-7c090cd122eb","DJWillem51","BR","10","363","","","","","","","","","","","","","5","5","5","6","false","false","4","4","4","4","false","false","","","","","","","","","","","",""
"a8e16021-4598-4eb9-97ff-4e5e5536d81e","alfonso12342y","CL","10","364","6","6","6","10","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5435aa19-cf98-4f01-a1e1-addc8a5393d4","kanove","BR","10","365","","","","","","","3","3","3","3","false","false","3","3","3","3","false","false","","","","","","","2","2","2","2","false","false","2","2","2","2","false","false"
"6b0d7ad4-820b-4823-8ab7-c285b8b39873","khlaude","BR","9","366","3","3","3","3","false","false","4","4","4","4","false","false","2","2","2","2","false","false","","","","","","","","","","","","","","","","","",""
"567445ef-3740-4aa0-8233-9dbcc40c8beb","Cukizgoat","BR","9","367","5","5","4","6","false","false","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","false","false"
"24c77ae8-f5e3-43ef-a72f-b49ed29fa264","Maxevilard10","BR","9","368","5","5","2","6","false","false","3","3","3","3","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"b27f42e1-5688-4ddc-bb10-6c72546c4213","Drp_y","BR","9","369","","","","","","","5","5","5","6","false","false","","","","","","","","","","","","","3","3","3","3","false","false","","","","","",""
"73dbb8a9-adc7-4b30-952e-08c109ec75ca","TungTungMath","BR","9","370","4","4","3","4","false","false","3","3","2","3","false","false","","","","","","","","","","","","","","","","","","","2","2","2","2","false","false"
"42f65b7c-e53b-4b9a-b99a-df857f13de78","uksp","BR","9","371","2","2","2","2","false","false","2","3","2","2","false","false","","","","","","","","","","","","","2","2","1","2","false","false","2","2","1","2","false","false"
"ed58471d-3629-4d4c-ba7f-07f9adff5649","Ricoraio","BR","9","372","","","","","","","4","5","4","4","false","false","","","","","","","","","","","","","3","3","3","3","false","false","","","","","",""
"bc817832-b7fa-45ec-857b-c18b467f9e2b","Artyon_Smoker","BR","9","373","3","3","2","3","false","false","3","3","3","3","false","false","","","","","","","","","","","","","3","3","3","3","false","false","","","","","",""
"c9c7d2de-3052-49a6-ac8a-47c10409eec1","Daguizxt","BR","9","374","2","2","2","2","false","false","","","","","","","3","3","3","3","false","false","2","2","2","2","false","false","","","","","","","2","2","2","2","false","false"
"9a38d752-5fdd-4149-aeef-05af00d2caef","XzKittyKau","BR","9","375","3","3","3","3","false","false","3","3","3","3","false","false","2","2","2","2","false","false","","","","","","","","","","","","","1","1","1","1","false","false"
"64164207-4a3f-486d-a8f4-7491e5501436","V0idZadas","BR","9","376","1","2","1","1","false","false","1","1","1","1","false","false","2","2","2","2","false","false","1","2","1","1","false","false","","","","","","","2","2","2","2","false","false"
"ec476f72-7e7d-41fe-ac19-a0121610b358","Expansivo","BR","9","377","4","4","2","4","false","false","2","3","1","2","false","false","","","","","","","","","","","","","","","","","","","2","2","1","2","false","false"
"5a4356f1-25e5-4e01-8d9a-eb01e92a2271","MyPLzinn","BR","9","378","1","2","1","1","false","false","2","2","2","2","false","false","1","1","1","1","false","false","1","1","1","1","false","false","1","1","1","1","false","false","2","2","2","2","false","false"
"0f4637a5-735d-46fa-809a-f25bd38afc63","Jesterxyz_","BR","9","379","","","","","","","4","5","1","4","false","false","3","3","3","3","false","false","","","","","","","","","","","","","","","","","",""
"37d76523-139b-427a-af31-f71303f30d96","27r4in","BR","9","380","2","2","2","2","false","false","2","3","1","2","false","false","2","2","1","2","false","false","","","","","","","1","1","1","1","false","false","1","1","1","1","false","false"
"6910ac3f-5786-4fff-b08d-21cda646059a","Raridade_","BR","9","381","","","","","","","3","3","3","3","false","false","1","1","1","1","false","false","1","1","1","1","false","false","2","2","2","2","false","false","2","2","2","2","false","false"
"1a39d95d-c3bf-49a8-8c92-90f26934e02e","Azyu_","BR","9","382","2","2","2","2","false","false","2","2","2","2","false","false","3","3","3","3","false","false","","","","","","","","","","","","","2","2","2","2","false","false"
"07958303-ffdb-4a68-936c-8b384ea988bf","Rafinha_gelo","BR","9","383","1","2","1","1","false","false","1","1","1","1","false","false","1","2","1","1","false","false","2","2","1","2","false","false","","","","","","","1","2","1","1","false","false"
"b5d2cb20-ce27-46b2-a6a9-f02d908c7f5d","queirozkkk","BR","9","384","1","2","1","1","false","false","2","2","2","2","false","false","2","2","2","2","false","false","1","1","1","1","false","false","","","","","","","2","2","2","2","false","false"
"4af0b6d4-6862-4144-acc5-bce9c15fee54","ZeroEcko","BR","9","385","","","","","","","3","3","3","3","false","false","2","3","2","2","false","false","","","","","","","","","","","","","3","3","3","3","false","false"
"f1dccee1-ae6a-43d5-9b28-d05b175077d3","belsonz","BR","9","386","","","","","","","2","2","2","2","false","false","2","2","2","2","false","false","3","3","3","3","false","false","","","","","","","2","2","1","2","false","false"
"b35a533d-7308-449d-bd61-cad093253dad","gloriador","BR","9","387","","","","","","","0","5","0","0","false","false","3","3","3","3","false","false","","","","","","","","","","","","","","","","","",""
"89059243-5314-451d-8e1c-0703b0aa77ac","x2bt","BR","9","388","3","3","2","3","false","false","2","2","1","2","false","false","","","","","","","1","1","1","1","false","false","2","2","1","2","false","false","1","1","1","1","false","false"
"479644ad-edf6-43cf-8c39-cf0b4e876f44","um_perdedor","BR","9","389","","","","","","","2","2","2","2","false","false","3","3","3","3","false","false","2","2","2","2","false","false","","","","","","","1","2","1","1","false","false"
"7cac5215-ba51-46e5-a397-26342824c5b6","TiltaNaoLerdo","BR","9","390","","","","","","","1","3","1","1","false","false","2","2","2","2","false","false","2","2","1","2","false","false","","","","","","","2","2","2","2","false","false"
"c899ef23-3113-4cbf-a95d-932fcbaa335d","178O","BR","9","391","","","","","","","1","1","1","1","false","false","","","","","","","3","3","3","3","false","false","2","2","2","2","false","false","3","3","3","3","false","false"
"9e5b10ad-5e6d-4e65-878e-07023b327921","Mogell","BR","9","392","2","2","2","2","false","false","3","3","3","3","false","false","2","2","2","2","false","false","","","","","","","","","","","","","2","2","2","2","false","false"
"e6d177f1-5b7f-43b6-b19c-48ade5d31658","leopro1h","BR","9","393","","","","","","","1","1","1","1","false","false","2","2","1","2","false","false","3","3","3","3","false","false","1","1","1","1","false","false","2","2","1","2","false","false"
"53985543-12c1-456d-a94d-072bba22b1be","Chap0lix","BR","9","394","4","4","2","4","false","false","2","2","2","2","false","false","","","","","","","2","2","2","2","false","false","1","1","1","1","false","false","","","","","",""
"49c1fd4a-47c2-45b5-bf1f-cf72e083c13f","NyphlicX","BR","9","395","1","1","1","1","false","false","4","4","3","4","false","false","","","","","","","","","","","","","2","2","2","2","false","false","2","2","2","2","false","false"
"1d71997f-0b65-4a6c-8e8e-eba545b0f5c1","wMaluh","BR","9","396","2","2","1","2","false","false","1","1","1","1","false","false","2","2","2","2","false","false","1","1","1","1","false","false","","","","","","","3","3","1","3","false","false"
"95bc0dd6-d112-485b-91fd-e18a5b65de7a","pl5w","BR","9","397","1","1","1","1","false","false","2","2","1","2","false","false","1","1","1","1","false","false","2","2","2","2","false","false","1","2","1","1","false","false","1","1","1","1","false","false"
"68a5f5ef-281d-4c93-ab5f-d04c6fd9e603","realFlick","BR","9","398","","","","","","","4","4","3","4","false","false","","","","","","","","","","","","","2","2","1","2","false","false","3","3","3","3","false","false"
"87d3c669-8b78-4d93-a17e-78fd3c300afd","xumpe","BR","9","399","1","1","1","1","false","false","1","2","1","1","false","false","3","3","1","3","false","false","","","","","","","1","1","1","1","false","false","1","2","1","1","false","false"
"0c7c8d08-177a-492a-8f17-948dcff39db0","KovanhtNyyz","BR","9","400","5","5","3","6","false","false","1","1","1","1","false","false","","","","","","","1","1","1","1","false","false","1","1","1","1","false","false","","","","","",""
"d68f0bce-1d89-415e-8754-62fb197d75e6","Japa_zhX","BR","9","401","1","1","1","1","false","false","1","1","1","1","false","false","1","2","1","1","false","false","2","2","1","2","false","false","1","1","1","1","false","false","2","2","1","2","false","false"
"61232b04-47e9-4588-b165-c4b7bfb34549","marquei","BR","9","402","","","","","","","3","3","3","3","false","false","4","4","3","4","false","false","2","2","2","2","false","false","","","","","","","","","","","",""
"6878a647-35d1-4fcf-9f1a-5f57437eec32","Wellinton_","BR","9","403","","","","","","","2","2","1","2","false","false","2","2","2","2","false","false","3","3","3","3","false","false","","","","","","","2","2","2","2","false","false"
"87e3c995-1dd7-42c3-937b-e5f4beeb32e6","uDant","BR","9","404","2","2","2","2","false","false","1","2","1","1","false","false","1","1","1","1","false","false","1","1","1","1","false","false","1","1","1","1","false","false","2","2","2","2","false","false"
"a3b679ba-75f4-4375-8e67-5a9b1b450b2b","SaniGoat","BR","9","405","","","","","","","2","2","1","2","false","false","3","3","3","3","false","false","2","2","2","2","false","false","","","","","","","2","2","2","2","false","false"
"197d46b0-f3f5-4f4c-af01-64e795ee763a","Spyzx_","BR","9","406","","","","","","","2","2","2","2","false","false","2","2","1","2","false","false","2","2","2","2","false","false","1","1","1","1","false","false","2","2","2","2","false","false"
"59ff9c63-a4d7-4a92-8265-de3033be4d1d","Perv3rse","BR","9","407","","","","","","","4","5","4","4","false","false","","","","","","","","","","","","","","","","","","","3","3","3","3","false","false"
"3631596e-5180-4197-88e5-fb11bb67adbe","Dioguito126","BR","9","408","","","","","","","","","","","","","4","4","4","4","false","false","2","2","2","2","false","false","","","","","","","3","3","3","3","false","false"
"e24a0a71-bef7-419a-9a00-405b999a82c9","hizku","BR","9","409","","","","","","","0","5","0","0","false","false","","","","","","","","","","","","","3","3","3","3","false","false","","","","","",""
"3d5221cb-6c3a-40c5-a35b-9f481ef77e4e","kenk_","BR","9","410","1","1","1","1","false","false","1","2","1","1","false","false","2","2","1","2","false","false","2","2","2","2","false","false","1","1","1","1","false","false","1","1","1","1","false","false"
"3ca5af9d-dd74-42b3-9f12-c839cd959bd4","Godzsx","BR","9","411","1","1","1","1","false","false","1","2","1","1","false","false","2","2","2","2","false","false","3","3","3","3","false","false","","","","","","","1","1","1","1","false","false"
"6f89ef0a-a285-4ccc-bff6-68340d624351","kerialink","BR","9","412","","","","","","","3","3","2","3","false","false","5","5","5","6","false","false","","","","","","","","","","","","","","","","","",""
"eafd6238-d41d-4439-bdb8-d3ef13a58ac1","IamLitty","BR","9","413","","","","","","","2","2","2","2","false","false","3","3","3","3","false","false","2","2","2","2","false","false","","","","","","","2","2","2","2","false","false"
"a11e8d7a-f7ab-4d2a-b314-1acd5aee4cd7","DudaJureii","BR","9","414","","","","","","","2","2","2","2","false","false","2","2","1","2","false","false","2","2","1","2","false","false","1","1","1","1","false","false","2","2","2","2","false","false"
"7c6eec7e-f2a6-4c03-86dd-3acd0034907e","MERCURIO2111","BR","9","415","1","2","1","1","false","false","1","2","1","1","false","false","1","2","1","1","false","false","1","2","1","1","false","false","1","1","1","1","false","false","","","","","",""
"3855a675-d486-4a39-9f96-9094ae76d30e","fracasando","AR","9","416","5","5","5","6","false","false","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","3","false","false"
"6556793c-9b56-4a13-b986-f2dc1b315c6e","Myyel","BR","9","417","","","","","","","3","3","3","3","false","false","2","3","2","2","false","false","","","","","","","","","","","","","3","3","3","3","false","false"
"7690205f-6a7b-4cb5-9474-3ec1acac7032","P3terbot_","BR","9","418","2","2","2","2","false","false","2","2","2","2","false","false","1","1","1","1","false","false","2","2","2","2","false","false","","","","","","","2","2","2","2","false","false"
"a2db242d-5768-489d-a0ba-69bfe42bfed6","Tutupons","BR","9","419","","","","","","","2","2","2","2","false","false","2","2","2","2","false","false","3","3","2","3","false","false","","","","","","","2","2","2","2","false","false"
"3097d8ff-9823-4b60-b11d-82ef1709de39","yFalleen","BR","9","420","","","","","","","4","4","3","4","false","false","3","3","3","3","false","false","","","","","","","2","2","2","2","false","false","","","","","",""
"e53ad8a4-3799-4c71-a33a-0476d8559c1e","lowsalty","BR","9","421","","","","","","","3","5","3","3","false","false","","","","","","","3","3","3","3","false","false","","","","","","","","","","","",""
"381f730c-7e7e-4077-a2ce-d7dda83d7599","yoKittyKrow","BR","9","422","2","2","2","2","false","false","2","2","2","2","false","false","1","1","1","1","false","false","1","1","1","1","false","false","1","1","1","1","false","false","1","2","1","1","false","false"
"0fb75dc7-579f-4b89-a7d4-917b13071eb9","PiorQueBot","BR","9","423","2","2","2","2","false","false","1","1","1","1","false","false","2","2","2","2","false","false","2","2","2","2","false","false","","","","","","","2","2","2","2","false","false"
"8d3d9082-8593-4489-9653-f094d9756fe2","Pebel_","BR","9","424","","","","","","","2","2","2","2","false","false","2","2","1","2","false","false","3","3","3","3","false","false","","","","","","","2","2","2","2","false","false"
"978c01ea-ef5d-4cef-a42a-c3d75ace6acb","GabzinW_","BR","9","425","","","","","","","2","2","1","2","false","false","1","1","1","1","false","false","2","2","2","2","false","false","1","1","1","1","false","false","1","3","1","1","false","false"
"846566d8-2094-4b7b-8e6d-12a82a7afb29","Flooqey","BR","9","426","","","","","","","4","4","4","4","false","false","","","","","","","2","2","2","2","false","false","","","","","","","3","3","3","3","false","false"
"c447a026-68c6-4007-9775-ea608f38bd72","JustSeekenn","BR","9","427","","","","","","","2","2","2","2","false","false","3","3","2","3","false","false","2","2","2","2","false","false","","","","","","","2","2","2","2","false","false"
"7026551f-ef25-4bd0-89d0-10987388ccce","0_wIn","BR","9","428","3","3","3","3","false","false","","","","","","","2","2","2","2","false","false","","","","","","","2","2","2","2","false","false","2","2","2","2","false","false"
"ff67da4c-4795-46b5-bfca-d5fb104f5e38","Akkuroneline","BR","9","429","","","","","","","2","2","2","2","false","false","4","4","4","4","false","false","2","2","2","2","false","false","1","1","1","1","false","false","","","","","",""
"20b2f63f-00ef-4685-8ed4-c2d564a6d796","josuejo1","BR","9","430","1","1","1","1","false","false","2","2","2","2","false","false","3","3","3","3","false","false","1","1","1","1","false","false","","","","","","","2","2","2","2","false","false"
"e15d9c27-faed-4382-ad46-420654c37b4c","temoroo","BR","9","431","","","","","","","0","5","0","0","false","false","3","3","3","3","false","false","","","","","","","","","","","","","","","","","",""
"f4f679c2-b147-4877-a791-c41fcd5d46eb","Jandrawn","BR","9","432","1","1","1","1","false","false","2","2","1","2","false","false","1","1","1","1","false","false","3","3","2","3","false","false","1","1","1","1","false","false","1","1","1","1","false","false"
"a4e63b6b-2e58-4f88-b378-6bb30fa6b56f","zAstraXD","BR","9","433","","","","","","","3","3","3","3","false","false","2","2","2","2","false","false","","","","","","","2","2","2","2","false","false","2","2","2","2","false","false"
"dd885dda-2ecc-4b40-aa60-70c9b9e18e06","SrMigu26","BR","9","434","1","1","1","1","false","false","2","2","1","2","false","false","2","2","1","2","false","false","2","2","2","2","false","false","1","1","1","1","false","false","1","1","1","1","false","false"
"22134496-4867-4b81-8a09-db9e1ad57433","tokiita","BR","9","435","","","","","","","","","","","","","4","4","3","4","false","false","","","","","","","2","2","2","2","false","false","3","3","3","3","false","false"
"f920df2f-a230-4a4f-89c5-8db202e1140e","_sleezer","BR","9","436","","","","","","","4","5","4","4","false","false","","","","","","","","","","","","","","","","","","","3","3","3","3","false","false"
"a11e7c9b-bdb1-4611-ab48-8be7dc4ef0b3","JayzPrime_","BR","9","437","2","2","2","2","false","false","2","2","2","2","false","false","1","1","1","1","false","false","2","2","2","2","false","false","1","1","1","1","false","false","1","1","1","1","false","false"
"33d4ed14-e97c-4ff6-ab67-b4c606b70fbf","3984532454","BR","9","438","","","","","","","2","2","2","2","false","false","2","2","2","2","false","false","2","2","2","2","false","false","","","","","","","3","3","3","3","false","false"
"081d9d61-1d7a-4b28-8da5-a03688389fdd","lucasj201","BR","9","439","1","1","1","1","false","false","2","2","2","2","false","false","2","2","2","2","false","false","2","2","2","2","false","false","2","2","2","2","false","false","","","","","",""
"ea15373c-6850-4358-9c2b-406bc509133f","xCarlosBR","BR","9","440","1","1","1","1","false","false","2","2","2","2","false","false","2","2","2","2","false","false","","","","","","","2","2","2","2","false","false","2","2","2","2","false","false"
"f93b2728-bb12-4d43-ab51-304124137073","_Vynxz_","BR","9","441","4","4","4","4","false","false","2","2","2","2","false","false","","","","","","","","","","","","","2","2","2","2","false","false","1","1","1","1","false","false"
"6fbe875c-3cbe-4e9f-8682-39361a91d3f2","cloujo4","BR","9","442","1","1","1","1","false","false","2","2","2","2","false","false","2","2","2","2","false","false","2","2","1","2","false","false","1","1","1","1","false","false","1","1","1","1","false","false"
"8525e4f1-d67f-4e27-b83e-cf75fee15ab4","BR1_Tulachika","CL","9","443","5","5","5","6","false","false","3","3","3","3","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"c028e160-5ce1-4775-a218-779d5acff7bb","IsJonnFake","BR","9","444","","","","","","","3","3","3","3","false","false","","","","","","","","","","","","","3","3","3","3","false","false","3","3","3","3","false","false"
"4b79d726-61b6-47d1-9e06-f8e4bcd86e64","miggyznx","BR","9","445","1","1","1","1","false","false","1","1","1","1","false","false","2","2","2","2","false","false","2","2","2","2","false","false","1","1","1","1","false","false","2","2","2","2","false","false"
"4e96f921-d454-4467-b5e0-92cee9a553b8","NoXy_XxX","BR","9","446","1","1","1","1","false","false","3","3","3","3","false","false","2","2","2","2","false","false","1","1","1","1","false","false","","","","","","","2","2","2","2","false","false"
"aa9757ff-9054-465b-8a13-9c39236146c7","lucac3te","BR","9","447","2","2","2","2","false","false","3","3","3","3","false","false","1","1","1","1","false","false","2","2","2","2","false","false","","","","","","","1","1","1","1","false","false"
"9313b3e0-cad5-4853-bd5e-fe00a7578164","ZeroSalts","BR","9","448","","","","","","","3","3","3","3","false","false","4","4","4","4","false","false","","","","","","","","","","","","","2","2","2","2","false","false"
"be81a69c-ee4d-4494-9e69-0b862d0ea32e","kropsk","BR","8","449","3","5","2","3","false","false","1","2","0","1","false","false","","","","","","","","","","","","","","","","","","","","","","","",""
"8e193cc5-fb04-41c4-8f3d-11d6d909682b","GsEmpty","BR","8","450","","","","","","","4","4","2","4","false","false","1","1","1","1","false","false","1","1","1","1","false","false","2","2","2","2","false","false","","","","","",""
